# Time_s,Displacement_m,Velocity_ms,Voltage_V,Current_A,Power_W,Energy_J
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334444814938312572e-04,-1.549488991345338171e-09,-1.393130559039158850e-05,7.746796190850399741e-04,-6.965652795195794248e-06,6.001285122257426114e-13,2.001095405887771298e-16
6.668889629876625143e-04,-1.233693934143433424e-08,-5.524149875636457963e-05,6.167439169855511855e-03,-2.762074937818228981e-05,3.803730591386804251e-11,1.288343928846074807e-14
1.000333444481493663e-03,-4.127224168812276492e-08,-1.224910442639881082e-04,2.063093269238221866e-02,-6.124552213199405408e-05,4.256353837576054370e-10,1.548092091309433963e-13
1.333777925975325029e-03,-9.665062839103548341e-08,-2.133318239686289033e-04,4.830905503534683315e-02,-1.066659119843144516e-04,2.333764798408169383e-09,9.329902022647110210e-13
1.667222407469156394e-03,-1.857819133684260770e-07,-3.245709747373171647e-04,9.285168188225037533e-02,-1.622854873686585824e-04,8.621434828362621501e-09,3.807760068340943600e-12
2.000666888962987326e-03,-3.148895050832639611e-07,-4.522544584512647138e-04,1.573643371670692404e-01,-2.261272292256323569e-04,2.476353461203105065e-08,1.206502402700418201e-11
2.334111370456818692e-03,-4.887351015432806170e-07,-5.918236401587806958e-04,2.442208352168336594e-01,-2.959118200793903479e-04,5.964381635400782054e-08,3.195292544547961046e-11
2.667555851950650057e-03,-7.103512949295915946e-07,-7.382069531738149823e-04,3.549297549174373345e-01,-3.691034765869074911e-04,1.259751309257521228e-07,7.395863765813453559e-11
3.001000333444481423e-03,-9.809961519695155230e-07,-8.860057670626396821e-04,4.901120857024289235e-01,-4.430028835313198411e-04,2.402098565515850085e-07,1.540552887256853992e-10
3.334444814938312789e-03,-1.300418173857114370e-06,-1.029496634624417224e-03,6.496337066482404943e-01,-5.147483173122086118e-04,4.220239528135321644e-07,2.947768468495707282e-10
3.667889296432143720e-03,-1.666399415191540343e-06,-1.163068930557257293e-03,8.323777644529742892e-01,-5.815344652786286466e-04,6.928527427557311145e-07,5.258047704093343943e-10
4.001333777925974652e-03,-2.074672075680515420e-06,-1.281300492804762249e-03,1.036203111914044683e+00,-6.406502464023811245e-04,1.073716889140350130e-06,8.838297417799079244e-10
4.334778259419806018e-03,-2.518948352540966689e-06,-1.379005005323595285e-03,1.257959323978504518e+00,-6.895025026617976425e-04,1.582461660784456201e-06,1.411492849744048121e-09
4.668222740913637384e-03,-2.991543407709514273e-06,-1.451865818583491022e-03,1.493799381108604774e+00,-7.259329092917455109e-04,2.231436591000450831e-06,2.155553066816556010e-09
5.001667222407468749e-03,-3.483288537478145432e-06,-1.495385269443512324e-03,1.739134223139229718e+00,-7.476926347217561619e-04,3.024587846094092207e-06,3.164085192889944333e-09
