# Time_s,Displacement_m,Velocity_ms,Voltage_V,Current_A,Power_W,Energy_J
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334444814938312572e-04,-1.162614833141876801e-09,-1.045308698938381355e-05,5.365020087758688196e-04,-5.226543494691906774e-06,2.878344054205424551e-10,9.597679407153799141e-14
6.668889629876625143e-04,-9.263543355160752004e-09,-4.152039403341116719e-05,3.951703875035887485e-03,-2.076019701670558359e-05,1.561596351597365068e-08,5.303033651681958240e-12
1.000333444481493663e-03,-3.105743294562799607e-08,-9.241483956370946076e-05,1.229748770042344425e-02,-4.620741978185473038e-05,1.512282037420658760e-07,5.572924363569858906e-11
1.333777925975325029e-03,-7.296877482756308487e-08,-1.619920139081041776e-04,2.691056986233855003e-02,-8.099600695405208880e-05,7.241787703158039013e-07,2.972026582124921413e-10
1.667222407469156394e-03,-1.410054039370520260e-07,-2.488407367966426957e-04,4.854887293156875949e-02,-1.244203683983213478e-04,2.356993062925610157e-06,1.083128987964279365e-09
2.000666888962987326e-03,-2.406670609394766669e-07,-3.513894172295699237e-04,7.755586000317749029e-02,-1.756947086147849619e-04,6.014911420832465809e-06,3.088768007915084961e-09
2.334111370456818692e-03,-3.768979294177337251e-07,-4.679742704489159365e-04,1.139706319154241976e-01,-2.339871352244579682e-04,1.298930493920110987e-05,7.419980058332260485e-09
2.667555851950650057e-03,-5.541066150055026234e-07,-5.968244398710941152e-04,1.575052190794144491e-01,-2.984122199355470576e-04,2.480789403725434236e-05,1.569203542253844214e-08
3.001000333444481423e-03,-7.760937965466316692e-07,-7.361866420929430530e-04,2.077512800255993108e-01,-3.680933210464715265e-04,4.316059435227497697e-05,3.008369742729835591e-08
3.334444814938312789e-03,-1.046066648220400897e-06,-8.843387848888410166e-04,2.642115747479614196e-01,-4.421693924444205083e-04,6.980775623079760520e-05,5.336070850792442854e-08
3.667889296432143720e-03,-1.366679771211849262e-06,-1.039544315342652916e-03,3.262252541215749924e-01,-5.197721576713264582e-04,1.064229164266861837e-04,8.884684269488213685e-08
4.001333777925974652e-03,-1.739960425020493093e-06,-1.200123319067735329e-03,3.930666933971754262e-01,-6.000616595338676643e-04,1.545014254581891365e-04,1.403644903968458176e-07
4.334778259419806018e-03,-2.167427326111343342e-06,-1.364460367784461371e-03,4.640068450869278549e-01,-6.822301838922306856e-04,2.153023522875242455e-04,2.121558716197615329e-07
4.668222740913637384e-03,-2.650099173065516845e-06,-1.531002739438284532e-03,5.383132564902337602e-01,-7.655013697191422658e-04,2.897811621131202056e-04,3.087818009672507528e-07
5.001667222407468749e-03,-3.188603959422212803e-06,-1.698188616971870943e-03,6.151553031203506050e-01,-8.490943084859354714e-04,3.784160469570904141e-04,4.349625435338030603e-07
5.335111703901300115e-03,-3.783133320123224654e-06,-1.864461088148664349e-03,6.935974471656853879e-01,-9.322305440743321745e-04,4.810774187147557408e-04,5.953751539755354902e-07
5.668556185395131480e-03,-4.432785081576884204e-06,-2.028744514636624842e-03,7.732348785508983413e-01,-1.014372257318312421e-03,5.978921774076224882e-04,7.947390010604380348e-07
6.002000666888962846e-03,-5.136406050734336265e-06,-2.189947890612119891e-03,8.535798665660676576e-01,-1.094973945306059945e-03,7.285985886069458505e-04,1.037686179655618304e-06
6.335445148382794212e-03,-5.892665329692996877e-06,-2.346918914668539181e-03,9.340031148825025387e-01,-1.173459457334269590e-03,8.723618186102172559e-04,1.328570413937117873e-06
6.668889629876625577e-03,-6.700054315696560086e-06,-2.498443989816294397e-03,1.013733761552741974e+00,-1.249221994908147199e-03,1.027656139311871556e-03,1.671236682463917043e-06
7.002334111370456075e-03,-7.556886701134993709e-06,-2.643248223482819875e-03,1.091859379010555964e+00,-1.321624111741409938e-03,1.192156903533316730e-03,2.068754823021875173e-06
7.335778592864287441e-03,-8.461274210558177806e-06,-2.780006384730031484e-03,1.167329411021958085e+00,-1.390003192365015742e-03,1.362657953836871440e-03,2.523125597892455967e-06
7.669223074358118807e-03,-9.410445449834475417e-06,-2.907830145590737953e-03,1.239546729956683802e+00,-1.453915072795368977e-03,1.536476095746307962e-03,3.035455072966249938e-06
8.002667555851949305e-03,-1.040077559456969212e-05,-3.026388290798378081e-03,1.308655796523162662e+00,-1.513194145399189040e-03,1.712579993773673476e-03,3.606505421006821347e-06
8.336112037345780670e-03,-1.142865705772906828e-05,-3.135244781576885381e-03,1.374607411303738314e+00,-1.567622390788442691e-03,1.889545535211164737e-03,4.236563952254291906e-06
8.669556518839612036e-03,-1.249054843320976594e-05,-3.233812187150247094e-03,1.437080646924977723e+00,-1.616906093575123547e-03,2.065200785766312368e-03,4.925193757444793083e-06
9.003001000333443402e-03,-1.358297449584089421e-05,-3.321351684742505483e-03,1.495482848057670955e+00,-1.660675842371252741e-03,2.236468948834683269e-03,5.670931986466028187e-06
9.336445481827274767e-03,-1.470252620138349747e-05,-3.396973059577756537e-03,1.548949631416831618e+00,-1.698486529788878268e-03,2.399244960666338609e-03,6.470946978352103239e-06
9.669889963321106133e-03,-1.584582259272245534e-05,-3.459664126521023141e-03,1.596381711284789784e+00,-1.729832063260511570e-03,2.548434568124553941e-03,7.320708421541350623e-06
1.000333444481493750e-02,-1.700852825651324001e-05,-3.509103857597130859e-03,1.637534649487703220e+00,-1.754551928798565429e-03,2.681519728272815147e-03,8.214846376950758259e-06
1.033677892630876886e-02,-1.818566282933725713e-05,-3.545531089659801922e-03,1.672935818644059269e+00,-1.772765544829900961e-03,2.798714253302268806e-03,9.148062199992528130e-06
1.067022340780260023e-02,-1.937248098965716796e-05,-3.569010763928133489e-03,1.702823543312274479e+00,-1.784505381964066745e-03,2.899608019658569610e-03,1.011492049264293584e-05
1.100366788929643160e-02,-2.056444283449284543e-05,-3.579446082816615127e-03,1.727142763650997059e+00,-1.789723041408307564e-03,2.983022126032003948e-03,1.110959275874230462e-05
1.133711237079026296e-02,-2.175721387942136743e-05,-3.576578509935128807e-03,1.745545035419107993e+00,-1.788289254967564404e-03,3.046927470676294870e-03,1.212557390935127273e-05
1.167055685228409433e-02,-2.294666505857702354e-05,-3.559987770088949340e-03,1.757388529975720592e+00,-1.779993885044474670e-03,3.088414445290224228e-03,1.315538866269913001e-05
1.200400133377792569e-02,-2.412881971984755236e-05,-3.529136791018661155e-03,1.761798224766451204e+00,-1.764568395509330577e-03,3.103932984790219209e-03,1.419037798740410374e-05
1.233744581527175706e-02,-2.529890800001830729e-05,-3.484228347951950043e-03,1.758869239394931450e+00,-1.742114173975975022e-03,3.093621001289704412e-03,1.522192883811757548e-05
1.267089029676558842e-02,-2.645184769918537747e-05,-3.425896789888166049e-03,1.749309931012332342e+00,-1.712948394944083024e-03,3.060085234738370817e-03,1.624229737254184158e-05
1.300433477825941979e-02,-2.758290203570139376e-05,-3.354602270123511164e-03,1.733533111137822269e+00,-1.677301135061755582e-03,3.005137047411177154e-03,1.724434373713376424e-05
1.333777925975325115e-02,-2.868763571782159344e-05,-3.270659761006839989e-03,1.711683316172902591e+00,-1.635329880503419995e-03,2.929859774864664989e-03,1.822128931061314588e-05
1.367122374124708079e-02,-2.976191494370380997e-05,-3.174239053939661472e-03,1.683636807401407864e+00,-1.587119526969830736e-03,2.834632899236805368e-03,1.916648200792451937e-05
1.400466822274091215e-02,-3.080190740140850014e-05,-3.065364759376133699e-03,1.649001570989505172e+00,-1.532682379688066849e-03,2.719206181125855687e-03,2.007318630306485256e-05
1.433811270423474352e-02,-3.180401932359613144e-05,-2.943971950675923922e-03,1.607194884377213251e+00,-1.471985975337961961e-03,2.583075396368283896e-03,2.093449853926634692e-05
1.467155718572857488e-02,-3.276406134272242594e-05,-2.810708967071352121e-03,1.558607179184571923e+00,-1.405354483535676061e-03,2.429256339005688402e-03,2.174452065964170328e-05
1.500500166722240625e-02,-3.367787195382059207e-05,-2.666479332275485149e-03,1.504008197395604096e+00,-1.333239666137742575e-03,2.262040657833174536e-03,2.249878563391084961e-05
1.533844614871623761e-02,-3.454169540132795223e-05,-2.512034864234602947e-03,1.443910693010240109e+00,-1.256017432117301474e-03,2.084878089389311569e-03,2.319397672740511823e-05
1.567189063021006898e-02,-3.535211650883060818e-05,-2.348023775214265908e-03,1.378629809089105152e+00,-1.174011887607132954e-03,1.900620150509062462e-03,2.382772802800834261e-05
1.600533511170389861e-02,-3.610606067906340716e-05,-2.174990671799314872e-03,1.308283077753519041e+00,-1.087495335899657436e-03,1.711604611536220351e-03,2.439845314022448671e-05
1.633877959319773171e-02,-3.680079389390996904e-05,-1.993376554893864627e-03,1.232790420185495339e+00,-9.966882774469323133e-04,1.519772220101130210e-03,2.490521280014483825e-05
1.667222407469156134e-02,-3.743389484662537305e-05,-1.803543298461015567e-03,1.151909158225064234e+00,-9.017716492305077837e-04,1.326894708802776142e-03,2.534765851831848786e-05
