# Time_s,Displacement_m,Velocity_ms,Voltage_V,Current_A,Power_W,Energy_J
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334444814938312572e-04,-1.356360193425734465e-09,-1.219375176071646405e-05,6.257801966800979237e-04,-6.096875880358232026e-06,3.916008545569820256e-10,1.305771439002941099e-13
6.668889629876625143e-04,-1.080430956973406499e-08,-4.841736658571014584e-05,4.609004331730393034e-03,-2.420868329285507292e-05,2.124292092990952743e-08,7.213911898788432223e-12
1.000333444481493663e-03,-3.621038445315139827e-08,-1.077006827188560468e-04,1.433695097807616628e-02,-5.385034135942802340e-05,2.055481633477591614e-07,7.575281264829131963e-11
1.333777925975325029e-03,-8.503198571445863445e-08,-1.886252530144201154e-04,3.135608174830755573e-02,-9.431262650721005769e-05,9.832038626065463140e-07,4.035967148178632863e-10
1.667222407469156394e-03,-1.642100228645432753e-07,-2.894287017385283912e-04,5.652384920750586073e-02,-1.447143508692641956e-04,3.194945529232860778e-06,1.468933670213948843e-09
2.000666888962987326e-03,-2.800437139841722209e-07,-4.081405789890381157e-04,9.021208651551516911e-02,-2.040702894945190578e-04,8.138220553482794148e-06,4.182578402952459640e-09
2.334111370456818692e-03,-4.381429934874847549e-07,-5.426474318321868138e-04,1.324080933815184324e-01,-2.713237159160934069e-04,1.753190319292890668e-05,1.002849477271868286e-08
2.667555851950650057e-03,-6.434262540052179368e-07,-6.907003895434981906e-04,1.827215346234439264e-01,-3.453501947717490953e-04,3.338715921514641497e-05,2.116125876576516809e-08
3.001000333444481423e-03,-9.000349046881165910e-07,-8.500586917149989714e-04,2.406160446921679075e-01,-4.250293458574994857e-04,5.789608096330334540e-05,4.046638746309872771e-08
3.334444814938312789e-03,-1.211370904397359538e-06,-1.018487655505742346e-03,3.054170529176415405e-01,-5.092438277528711730e-04,9.327957621289745022e-05,7.156994738737262944e-08
3.667889296432143720e-03,-1.580086993744402684e-06,-1.193737351333497938e-03,3.762580341216366642e-01,-5.968686756667489690e-04,1.415701082410787128e-04,1.187757187248446863e-07
4.001333777925974652e-03,-2.008029289453991796e-06,-1.373637647658025335e-03,4.522239879492447878e-01,-6.868188238290126677e-04,2.045065352767186980e-04,1.869672943422900543e-07
4.334778259419806018e-03,-2.496393970781702438e-06,-1.556080874344109534e-03,5.323709869674626560e-01,-7.780404371720547668e-04,2.834188677647103108e-04,2.814717517496625833e-07
4.668222740913637384e-03,-3.045731387920541800e-06,-1.739020614975545723e-03,6.157253323064926231e-01,-8.695103074877728617e-04,3.791176848439407757e-04,4.078864515975921984e-07
5.001667222407468749e-03,-3.656085247020535024e-06,-1.920378568767301848e-03,7.011520693213944000e-01,-9.601892843836509241e-04,4.916142243136734568e-04,5.718125017188571717e-07
5.335111703901300115e-03,-4.326693250383414847e-06,-2.098246277929729370e-03,7.875915318850394975e-01,-1.049123138964864685e-03,6.203004210970231979e-04,7.786482540019591543e-07
5.668556185395131480e-03,-5.055691267931500257e-06,-2.271165358551221168e-03,8.744694943751512017e-01,-1.135582679275610584e-03,7.646968965927324969e-04,1.033632214186264778e-06
6.002000666888962846e-03,-5.840921915867827010e-06,-2.437633668141583974e-03,9.610527148727671110e-01,-1.218816834070791987e-03,9.236223207643161782e-04,1.341608980029651196e-06
6.335445148382794212e-03,-6.679962335184472607e-06,-2.596087429618427166e-03,1.046424894595606059e+00,-1.298043714809213583e-03,1.095005060029425248e-03,1.706732374504284684e-06
6.668889629876625577e-03,-7.570124191662551642e-06,-2.744901231307163205e-03,1.129486677898067448e+00,-1.372450615653581603e-03,1.275740155549212650e-03,2.132120889192251232e-06
7.002334111370456075e-03,-8.508450562597804473e-06,-2.882390099062250455e-03,1.208956054453598217e+00,-1.441195049531125228e-03,1.461574741600011641e-03,2.619474921069547811e-06
7.335778592864287441e-03,-9.491219050657201997e-06,-3.007198437469317705e-03,1.283834054611695530e+00,-1.503599218734658852e-03,1.648229879780705939e-03,3.169068078715665235e-06
7.669223074358118807e-03,-1.051352566939722293e-05,-3.118725739574001576e-03,1.354070677898617792e+00,-1.559362869787000788e-03,1.833507400744822371e-03,3.780441003272125032e-06
8.002667555851949305e-03,-1.157036820047670766e-05,-3.216349726162214852e-03,1.419500757468561414e+00,-1.608174863081107426e-03,2.014982400453819641e-03,4.452325765010644553e-06
8.336112037345780670e-03,-1.265679320539654135e-05,-3.299311856690816461e-03,1.479659883774226969e+00,-1.649655928345408230e-03,2.189393371650759194e-03,5.182366902606762028e-06
8.669556518839612036e-03,-1.376789602549964209e-05,-3.366717329287608005e-03,1.533784404566816972e+00,-1.683358664643804002e-03,2.352494599692385273e-03,5.966793244618228004e-06
9.003001000333443402e-03,-1.489882078197096941e-05,-3.417535080751337665e-03,1.580811424896037654e+00,-1.708767540375668833e-03,2.498964761081840999e-03,6.800059253648519568e-06
9.336445481827274767e-03,-1.604455643611089994e-05,-3.450774483403747789e-03,1.619608787860827404e+00,-1.725387241701873894e-03,2.623132625716018736e-03,7.674728351919949364e-06
9.669889963321106133e-03,-1.719888886115981301e-05,-3.466450497749000697e-03,1.650328006593209773e+00,-1.733225248874500348e-03,2.723582529345917359e-03,8.582891916223354460e-06
1.000333444481493750e-02,-1.835543148273517813e-05,-3.464807658589807125e-03,1.673393125889718780e+00,-1.732403829294903563e-03,2.800244553774964163e-03,9.516618009512773494e-06
1.033677892630876886e-02,-1.950809002891446553e-05,-3.445932419989494212e-03,1.688897467405896746e+00,-1.722966209994747106e-03,2.852374655410052154e-03,1.046772659751212415e-05
1.067022340780260023e-02,-2.065105538099999341e-05,-3.409759022091009631e-03,1.696608411964584562e+00,-1.704879511045504815e-03,2.878480103548989363e-03,1.142753990313032690e-05
1.100366788929643160e-02,-2.177880357351891092e-05,-3.356069491116920721e-03,1.695967399555921684e+00,-1.678034745558460361e-03,2.876305420356475330e-03,1.238662807263898842e-05
1.133711237079026296e-02,-2.288608901988419420e-05,-3.284499624021636633e-03,1.686097977960939076e+00,-1.642249812010818317e-03,2.842926391283967427e-03,1.333458618910579862e-05
1.167055685228409433e-02,-2.396718618474935280e-05,-3.195247885219765563e-03,1.666802279885873928e+00,-1.597623942609882781e-03,2.778229840232747209e-03,1.426097159765289692e-05
1.200400133377792569e-02,-2.501583516967596728e-05,-3.089263664557997252e-03,1.638908749337192106e+00,-1.544631832278998626e-03,2.686021888653999153e-03,1.515661077359621112e-05
1.233744581527175706e-02,-2.602625247123007725e-05,-2.967345873300435144e-03,1.602962236768092241e+00,-1.483672936650217572e-03,2.569487932504565392e-03,1.601339234495485181e-05
1.267089029676558842e-02,-2.699307942945289049e-05,-2.830176066887469741e-03,1.559245039351533135e+00,-1.415088033443734870e-03,2.431245092742363983e-03,1.682407760428874851e-05
1.300433477825941979e-02,-2.791138222786075925e-05,-2.678318444935782940e-03,1.507776900980233536e+00,-1.339159222467891470e-03,2.273391183129557132e-03,1.758212734858003405e-05
1.333777925975325115e-02,-2.877665189344519713e-05,-2.512219851238343266e-03,1.448315012266672586e+00,-1.256109925619171633e-03,2.097616374757011945e-03,1.828156595303385428e-05
1.367122374124708079e-02,-2.958467897816587661e-05,-2.332326193615692506e-03,1.380521179405355348e+00,-1.166163096807846253e-03,1.905838726786753369e-03,1.891705735909812846e-05
1.400466822274091215e-02,-3.033082004426863106e-05,-2.139865786757063921e-03,1.305137314248910219e+00,-1.069932893378531960e-03,1.703383409044858469e-03,1.948504115671228568e-05
1.433811270423474352e-02,-3.101086874231428835e-05,-1.936132592552209904e-03,1.222993649009930905e+00,-9.680662962761049520e-04,1.495713465518626112e-03,1.998377855768548601e-05
1.467155718572857488e-02,-3.162113465623122801e-05,-1.722321782573537404e-03,1.134720394378066377e+00,-8.611608912867687021e-04,1.287590373417514490e-03,2.041311846212613815e-05
1.500500166722240625e-02,-3.215839643322692982e-05,-1.499566662784930157e-03,1.040797214655327929e+00,-7.497833313924650786e-04,1.083258842034288787e-03,2.077432514503186828e-05
