# Time_s,Displacement_m,Velocity_ms,Voltage_V,Current_A,Power_W,Energy_J
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334444814938312572e-04,-1.931664743973787655e-10,-1.742339323104292046e-06,9.632174873217545005e-05,-8.711696615521460229e-07,2.933923037716533831e-13,9.783004460541959815e-17
6.668889629876625143e-04,-1.543981569415703646e-09,-6.921389971024001169e-06,7.679249319953232716e-04,-3.460694985512000585e-06,1.864822651748493611e-11,6.315978266507698620e-15
1.000333444481493663e-03,-5.175576164299395192e-09,-1.539422889125435787e-05,2.567376445994875699e-03,-7.697114445627178933e-06,2.084390595574175882e-10,7.581883240369262103e-14
1.333777925975325029e-03,-1.214848925280814776e-08,-2.692748750624352906e-05,6.010253491648278636e-03,-1.346374375312176453e-05,1.142314208801857726e-09,4.567172014606641376e-13
1.667222407469156394e-03,-2.343853993437301676e-08,-4.120662168097819281e-05,1.156466561650161019e-02,-2.060331084048909640e-05,4.229277286624267053e-09,1.866946373392730478e-12
2.000666888962987326e-03,-3.989158570416051276e-08,-5.784392573898334281e-05,1.962914050455613624e-02,-2.892196286949167140e-05,1.218435565607766339e-08,5.929752527469976754e-12
2.334111370456818692e-03,-6.221199635922413203e-08,-7.639010082511939073e-05,3.052759227716397850e-02,-3.819505041255969537e-05,2.947033721862171508e-08,1.575647384078165127e-11
2.667555851950650057e-03,-9.097619376720926920e-08,-9.634408845277159423e-05,4.451671304392252476e-02,-4.817204422638579712e-05,6.266804984257523269e-08,3.665278922676871988e-11
3.001000333444481423e-03,-1.265699235288299723e-07,-1.171778180248584018e-04,6.175617325493996945e-02,-5.858890901242920089e-05,1.206037339204138964e-07,7.686743875008112020e-11
3.334444814938312789e-03,-1.691777029877814067e-07,-1.383402493743821266e-04,8.230360127298938511e-02,-6.917012468719106332e-05,2.142089819570915312e-07,1.482942416700849503e-10
3.667889296432143720e-03,-2.187777432982235945e-07,-1.592902271535959831e-04,1.061141214351822709e-01,-7.964511357679799155e-05,3.560790031119862584e-07,2.670268202336015506e-10
4.001333777925974652e-03,-2.752273855436743974e-07,-1.794715782501879703e-04,1.330814977751970662e-01,-8.973578912509398513e-05,5.600610368017702062e-07,4.537760822548653674e-10
4.334778259419806018e-03,-3.382299277936567741e-07,-1.983516708823693372e-04,1.630239851893572345e-01,-9.917583544118466861e-05,8.404328336432245601e-07,7.340137726994217010e-10
4.668222740913637384e-03,-4.073020842420767127e-07,-2.154574317704496149e-04,1.956703359759083827e-01,-1.077287158852248075e-04,1.210737465061377030e-06,1.137727498961968349e-09
