# Time_s,Displacement_m,Velocity_ms,Voltage_V,Current_A,Power_W,Energy_J
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334444814938312572e-04,-7.750151423925601986e-10,-6.970132379655668947e-06,3.578978564029928252e-04,-3.485066189827834474e-06,1.280908756178572739e-10,4.271119560448725019e-14
6.668889629876625143e-04,-6.178569563373902008e-09,-2.770048573172316302e-05,2.635498593982067098e-03,-1.385024286586158151e-05,6.945852838881451834e-09,2.358767493997768889e-12
1.000333444481493663e-03,-2.072529112569180014e-08,-6.171268258784080472e-05,8.207442355503406783e-03,-3.085634129392040236e-05,6.736211001891131412e-08,2.482029134158406717e-11
1.333777925975325029e-03,-4.873282355619163501e-08,-1.083160689727308040e-04,1.797448615004673678e-02,-5.415803448636540202e-05,3.230821523582219624e-07,1.325502521145823902e-10
1.667222407469156394e-03,-9.426406750934275644e-08,-1.666752940781453794e-04,3.246957416329632889e-02,-8.333764703907268969e-05,1.054273246345800512e-06,4.840918480951760341e-10
2.000666888962987326e-03,-1.610924680057835156e-07,-2.358613467177571765e-04,5.194219444611117287e-02,-1.179306733588785883e-04,2.697991563877622522e-06,1.383722246187080721e-09
2.334111370456818692e-03,-2.526538922379345847e-07,-3.149197968311787154e-04,7.647039973506984667e-02,-1.574598984155893577e-04,5.847722035641370309e-06,3.333612888281568963e-09
2.667555851950650057e-03,-3.720834254642459640e-07,-4.028420508282580959e-04,1.059213830691277947e-01,-2.014210254141290480e-04,1.121933939127691174e-05,7.074639694309215546e-09
3.001000333444481423e-03,-5.221814856676595542e-07,-4.986311657458450310e-04,1.400652690678574064e-01,-2.493155828729225155e-04,1.961827959905129300e-05,1.361624676301588319e-08
3.334444814938312789e-03,-7.053990161179765298e-07,-6.013407565512072193e-04,1.786450357282914903e-01,-3.006703782756036097e-04,3.191404879036253761e-05,2.425781021428714985e-08
3.667889296432143720e-03,-9.238928579048812583e-07,-7.100410934563183276e-04,2.213356268697447837e-01,-3.550205467281591638e-04,4.898945972182289406e-05,4.059307520989331413e-08
4.001333777925974652e-03,-1.179494643702327576e-06,-8.238128482324741072e-04,2.677158550296208084e-01,-4.119064241162370536e-04,7.167177903424095081e-05,6.449163440770623493e-08
4.334778259419806018e-03,-1.473748130212018135e-06,-9.417919556992575617e-04,3.173743886978427353e-01,-4.708959778496287808e-04,1.007265026013293678e-04,9.807833084029354861e-08
4.668222740913637384e-03,-1.807930973344470617e-06,-1.063171603867106617e-03,3.699240306691992664e-01,-5.315858019335533086e-04,1.368437884665466822e-04,1.437081369311727492e-07
5.001667222407468749e-03,-2.183057982584907326e-06,-1.187200391830820628e-03,4.249996117216377489e-01,-5.936001959154103141e-04,1.806246699635428380e-04,2.039364363521606982e-07
5.335111703901300115e-03,-2.600091386402313316e-06,-1.313052204185854738e-03,4.820993603975782249e-01,-6.565261020929273692e-04,2.324197932957540230e-04,2.814355338165668196e-07
5.668556185395131480e-03,-3.059446956882906869e-06,-1.440092676970312728e-03,5.408755821523549834e-01,-7.200463384851563640e-04,2.925463953686489264e-04,3.789835149331553510e-07
6.002000666888962846e-03,-3.561206226194196940e-06,-1.567804531944052074e-03,6.010859293962286243e-01,-7.839022659720260369e-04,3.613042945181279392e-04,4.994584380802471060e-07
