# Time_s,Displacement_m,Velocity_ms,Voltage_V,Current_A,Power_W,Energy_J
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334444814938312572e-04,-3.869499443813732359e-10,-3.484652615301689440e-06,1.933827567035306455e-04,-1.742326307650844720e-06,2.102981701252357570e-13,7.012276429651075706e-17
6.668889629876625143e-04,-3.088264671288298818e-09,-1.384096488977421451e-05,1.542683119444221429e-03,-6.920482444887107253e-06,1.338299928336944435e-11,4.532610021171950794e-15
1.000333444481493663e-03,-1.034807930427511579e-08,-3.077717784757368405e-05,5.166740552404234729e-03,-1.538858892378684203e-05,1.501181860688254537e-10,5.458869073768593316e-14
1.333777925975325029e-03,-2.429003354623143898e-08,-5.381661678262418194e-05,1.212210235957295219e-02,-2.690830839131209097e-05,8.263345163106162209e-10,3.301253750693351774e-13
1.667222407469156394e-03,-4.684702562704099490e-08,-8.231296370123753836e-05,2.336807230430597293e-02,-4.115648185061876918e-05,3.070759297647829662e-09,1.354053116865877095e-12
2.000666888962987326e-03,-7.968895810681567174e-08,-1.154654119560140536e-04,3.973075382592994309e-02,-5.773270597800702681e-05,8.876742263703631950e-09,4.313953838340913108e-12
2.334111370456818692e-03,-1.242380912452192309e-07,-1.523388652572524749e-04,6.191095377471668437e-02,-7.616943262862623746e-05,2.155435290796743076e-08,1.150113386767316543e-11
2.667555851950650057e-03,-1.815845303950670028e-07,-1.919014581816693809e-04,9.044234777497545119e-02,-9.595072909083469047e-05,4.599849846358265995e-08,2.683907933735727903e-11
3.001000333444481423e-03,-2.524194389031847789e-07,-2.330442358049588519e-04,1.256583078382387808e-01,-1.165221179024794260e-04,8.879375333049585623e-08,5.644686637653561648e-11
3.334444814938312789e-03,-3.370149772267260765e-07,-2.746217373202156911e-04,1.676823280561324236e-01,-1.373108686601078455e-04,1.581155525031298951e-07,1.091696247970524188e-10
3.667889296432143720e-03,-4.353427588590619053e-07,-3.154535291327616306e-04,2.164872698225996095e-01,-1.577267645663808153e-04,2.635510355159385644e-07,1.970492631818268632e-10
4.001333777925974652e-03,-5.470456516088546063e-07,-3.543673227082349891e-04,2.718817469221982419e-01,-1.771836613541174946e-04,4.156809323223750949e-07,3.356557761269336037e-10
4.334778259419806018e-03,-6.713447576234801729e-07,-3.902769430106803415e-04,3.334644917807060849e-01,-1.951384715053401707e-04,6.253154968269620357e-07,5.441637777364574727e-10
4.668222740913637384e-03,-8.070392199486486625e-07,-4.221825187933157114e-04,4.006242608835858809e-01,-2.110912593966578557e-04,9.025566932983071879e-07,8.451163263520984076e-10
5.001667222407468749e-03,-9.525112571992924043e-07,-4.491799813087884227e-04,4.725424588593064579e-01,-2.245899906543942113e-04,1.255687796665833424e-06,1.263818492629468593e-09
5.335111703901300115e-03,-1.105930322578393014e-06,-4.706432112806005182e-04,5.482972650068704823e-01,-2.353216056403002591e-04,1.690566111921827814e-06,1.827528433250284861e-09
5.668556185395131480e-03,-1.265341197496857484e-06,-4.858791197184912929e-04,6.269038035113969620e-01,-2.429395598592456464e-04,2.210048525773877428e-06,2.564456918003161583e-09
6.002000666888962846e-03,-1.428663999480589696e-06,-4.943155906713777486e-04,7.073162589842687531e-01,-2.471577953356888743e-04,2.813372788320991607e-06,3.502560548653709083e-09
6.335445148382794212e-03,-1.593729367322109264e-06,-4.956228667449678231e-04,7.884468331330445334e-01,-2.478114333724839116e-04,3.495785899381922329e-06,4.668211065286560222e-09
