# Time_s,Displacement_m,Velocity_ms,Voltage_V,Current_A,Power_W,Energy_J
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334444814938312572e-04,-1.931799042657226162e-10,-1.742315126113262759e-06,9.654318003671794263e-05,-8.711575630566313796e-07,5.241350464378444439e-14,1.747699387922122014e-17
6.668889629876625143e-04,-1.543966203273465141e-09,-6.921157527391414448e-06,7.712574651664710077e-04,-3.460578763695707224e-06,3.345020328172109618e-12,1.132855562792895616e-15
1.000333444481493663e-03,-5.175272905054644453e-09,-1.539253969228632847e-05,2.583987695098479472e-03,-7.696269846143164237e-06,3.754748759237001435e-11,1.365285809442677846e-14
1.333777925975325029e-03,-1.214689800612409131e-08,-2.692043901026221138e-05,6.061990317646261464e-03,-1.346021950513110569e-05,2.066476528029568547e-10,8.255837753522598018e-14
1.667222407469156394e-03,-2.343260186506539923e-08,-4.118561345765292775e-05,1.168857168111142250e-02,-2.059280672882646387e-05,7.682859463659285887e-10,3.387390865602104468e-13
2.000666888962987326e-03,-3.987419467047688940e-08,-5.779253078738232714e-05,1.988020966255214447e-02,-2.889626539369116357e-05,2.222500772352647706e-09,1.079819704216978643e-12
2.334111370456818692e-03,-6.216884828449344259e-08,-7.628084098107784845e-05,3.098033856391889038e-02,-3.814042049053892422e-05,5.397247317360730746e-09,2.879502037448299155e-12
2.667555851950650057e-03,-9.088168229338798381e-08,-9.613598407134932430e-05,4.526576139320530323e-02,-4.806799203567466215e-05,1.152231276445891873e-08,6.721553642803057583e-12
3.001000333444481423e-03,-1.263816243745302411e-07,-1.168127567152605403e-04,6.291484497947461008e-02,-5.840637835763027013e-05,2.225903137856543530e-08,1.414370481938372916e-11
3.334444814938312789e-03,-1.688304065802034877e-07,-1.377392443464088058e-04,8.400206231944470914e-02,-6.886962217320440288e-05,3.968075227146348173e-08,2.737503268582703758e-11
3.667889296432143720e-03,-2.181765297109843359e-07,-1.583499878206941506e-04,1.084953476277428774e-01,-7.917499391034707532e-05,6.619454957647586367e-08,4.944723994707273627e-11
4.001333777925974652e-03,-2.742402292110637586e-07,-1.780642172578222144e-04,1.362983345937224811e-01,-8.903210862891110721e-05,1.044674751793685250e-07,8.428134304122696459e-11
4.334778259419806018e-03,-3.366780459007838284e-07,-1.963257971076017006e-04,1.672330908053753229e-01,-9.816289855380085029e-05,1.572694735283853453e-07,1.367219810967072561e-10
4.668222740913637384e-03,-4.049503830701461297e-07,-2.126374962118823516e-04,2.010242815601466781e-01,-1.063187481059411758e-04,2.272464132950210575e-07,2.124960435491984379e-10
5.001667222407468749e-03,-4.783215064788126055e-07,-2.265609878045551657e-04,2.372991698649357106e-01,-1.132804939022775828e-04,3.166594388974850924e-07,3.180843859624978415e-10
5.335111703901300115e-03,-5.558595741163471145e-07,-2.377169040845037253e-04,2.755876319297299593e-01,-1.188584520422518627e-04,4.270900424527434927e-07,4.604952037193313207e-10
5.668556185395131480e-03,-6.365364485934696510e-07,-2.458888686524573521e-04,3.153732329090132014e-01,-1.229444343262286760e-04,5.593062342959124896e-07,6.469927810103991881e-10
