# Time_s,Displacement_m,Velocity_ms,Voltage_V,Current_A,Power_W,Energy_J
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334444814938312572e-04,-5.807363066887275638e-10,-5.226841299350447677e-06,2.895967490029210294e-04,-2.613420649675223838e-06,2.652084543031407181e-12,8.843229553289120055e-16
6.668889629876625143e-04,-4.632125088940179860e-09,-2.075834099101255312e-05,2.303884145302200794e-03,-1.037917049550627656e-05,1.678499716148337173e-10,5.685296970919143867e-14
1.000333444481493663e-03,-1.551909171827777256e-08,-4.615149272724248326e-05,7.698301033067053711e-03,-2.307574636362124163e-05,1.874087134795294972e-09,6.817569826452683948e-13
1.333777925975325029e-03,-3.642536415891531926e-08,-8.068565188025771800e-05,1.802078819662098971e-02,-4.034282594012885900e-05,1.026945898261769931e-08,4.106051408326394652e-12
1.667222407469156394e-03,-7.023714366976132417e-08,-1.233863243530450879e-04,3.465512571697643152e-02,-6.169316217652254393e-05,3.797825072689833511e-08,1.676968952999972997e-11
2.000666888962987326e-03,-1.194607176893715475e-07,-1.730519975913249705e-04,5.878143371914074100e-02,-8.652599879566248524e-05,1.092648186337235359e-07,5.320344032483918034e-11
2.334111370456818692e-03,-1.862375226032192941e-07,-2.282853247013314694e-04,9.138567318204554590e-02,-1.141426623506657347e-04,2.640925990822375114e-07,1.412636600921741363e-10
2.667555851950650057e-03,-2.721728392791323588e-07,-2.875536176571901132e-04,1.331778119033883712e-01,-1.437768088285950566e-04,5.608719881488806823e-07,3.282833293648918881e-10
3.001000333444481423e-03,-3.782874901748779808e-07,-3.492101212455862966e-04,1.845690160102445576e-01,-1.746050606227931483e-04,1.077252706176852231e-06,6.874872994138588238e-10
3.334444814938312789e-03,-5.050266753248563247e-07,-4.115699033293600739e-04,2.456808601935616676e-01,-2.057849516646800369e-04,1.908721862906703387e-06,1.323940071306724285e-09
3.667889296432143720e-03,-6.524396966070095321e-07,-4.728665623967847503e-04,3.164324540570947475e-01,-2.364332811983923751e-04,3.166372745879116439e-06,2.379749589772585107e-09
4.001333777925974652e-03,-8.199838364992329668e-07,-5.314128197557529574e-04,3.964525150727279401e-01,-2.657064098778764787e-04,4.970297159140750666e-06,4.037067748872535562e-09
4.334778259419806018e-03,-1.006486454223828678e-06,-5.856322706658189606e-04,4.850624208127679582e-01,-2.928161353329094803e-04,7.440382451179657304e-06,6.518022217421937933e-09
4.668222740913637384e-03,-1.210144985747504339e-06,-6.340593843381981710e-04,5.812762089499432516e-01,-3.170296921690990855e-04,1.068476798692076662e-05,1.008079913870261939e-08
5.001667222407468749e-03,-1.428633821989972026e-06,-6.754810909696873150e-04,6.838629513999266996e-01,-3.377405454848436575e-04,1.478897764696971360e-05,1.501210212202029582e-08
5.335111703901300115e-03,-1.659429030842155525e-06,-7.088664677792448632e-04,7.915046727426323647e-01,-3.544332338896224316e-04,1.981102592174223807e-05,2.161797938835648870e-08
5.668556185395131480e-03,-1.899731113998381740e-06,-7.331183302287331898e-04,9.027420295268424599e-01,-3.665591651143665949e-04,2.577076586724677011e-05,3.021109905065951207e-08
6.002000666888962846e-03,-2.146553972265471372e-06,-7.474740518933777576e-04,1.016044079203090700e+00,-3.737370259466888788e-04,3.264563336379158580e-05,4.109660534068671370e-08
6.335445148382794212e-03,-2.396728515490677354e-06,-7.515147540168051581e-04,1.129810664956461430e+00,-3.757573770084025790e-04,4.036559327878230672e-05,5.455628966172115537e-08
6.668889629876625577e-03,-2.646902662561685057e-06,-7.451653055110428947e-04,1.242372415706590960e+00,-3.725826527555214473e-04,4.880941476930414781e-05,7.083151966148912031e-08
7.002334111370456075e-03,-2.893541341406612504e-06,-7.286943229565191662e-04,1.351990746107663677e+00,-3.643471614782595831e-04,5.780260856231801074e-05,9.010548050254215216e-08
7.335778592864287441e-03,-3.132926488994011430e-06,-7.027141706020631918e-04,1.456857856548418706e+00,-3.513570853010315959e-04,6.711728198066710253e-05,1.124853677918609522e-07
7.669223074358118807e-03,-3.362000128799140219e-06,-6.680873122224879239e-04,1.555512307594593580e+00,-3.340436561112439620e-04,7.651505652256423908e-05,1.379988911404985647e-07
8.002667555851949305e-03,-3.578565397185274984e-06,-6.256413246760108172e-04,1.646921506932468082e+00,-3.128206623380054086e-04,8.577205234572252862e-05,1.665991086615797849e-07
8.336112037345780670e-03,-3.779689460923347107e-06,-5.763549630750086899e-04,1.729694968626192875e+00,-2.881774815375043449e-04,9.461043608458663101e-05,1.981464364657100166e-07
8.669556518839612036e-03,-3.963032953975662950e-06,-5.213752065925683849e-04,1.802750017855606401e+00,-2.606876032962841924e-04,1.027711028608836247e-04,2.324148935717065712e-07
9.003001000333443402e-03,-4.126873490084772337e-06,-4.620161302623079823e-04,1.865323474536701553e+00,-2.310080651311539912e-04,1.100292902322943470e-04,2.691035532023482486e-07
9.336445481827274767e-03,-4.270105662773468552e-06,-3.997589049783779381e-04,1.916971653321623226e+00,-1.998794524891889691e-04,1.162067571081968064e-04,3.078520550723704789e-07
9.669889963321106133e-03,-4.392241045344786224e-06,-3.362517974954604334e-04,1.957570363598670538e+00,-1.681258987477302167e-04,1.211810644178470915e-04,3.482592122640501036e-07
1.000333444481493750e-02,-4.493408190882002172e-06,-2.733101704287694829e-04,1.987314909492295723e+00,-1.366550852143847414e-04,1.248916437426332766e-04,3.899036416547247474e-07
1.033677892630876886e-02,-4.574377646952689508e-06,-2.127855568074621200e-04,2.006724302987232811e+00,-1.063927784037310600e-04,1.273431007947978862e-04,4.323654958710628118e-07
1.067022340780260023e-02,-4.636353379463984065e-06,-1.556432452383200353e-04,2.016478553243557847e+00,-7.782162261916001765e-05,1.285840837731726445e-04,4.752411490131677077e-07
1.100366788929643160e-02,-4.680329671130442710e-06,-1.032461392857592845e-04,2.017178414913270768e+00,-5.162306964287964226e-05,1.286733549316272402e-04,5.181465691304158753e-07
1.133711237079026296e-02,-4.707674160459716243e-06,-5.688596493139331427e-05,2.009607146718842774e+00,-2.844298246569665714e-05,1.277092437205027840e-04,5.607305116847682417e-07
