# Time_s,Displacement_m,Velocity_ms,Voltage_V,Current_A,Power_W,Energy_J
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334444814938312572e-04,-1.355795401356782787e-09,-1.219163315066854580e-05,6.761066552751239783e-04,-6.095816575334272901e-06,1.445541025904016911e-11,4.820076778606258508e-15
6.668889629876625143e-04,-1.079877341021497764e-08,-4.836484558738447516e-05,5.370983422350549680e-03,-2.418242279369223758e-05,9.122368755445846773e-10,3.090004287441229698e-13
1.000333444481493663e-03,-3.614187548069916182e-08,-1.073278366792550643e-04,1.792819425733213623e-02,-5.366391833962753217e-05,1.016419757749933177e-08,3.698196019774243527e-12
1.333777925975325029e-03,-8.469492633192195834e-08,-1.871429280905342798e-04,4.190080631726320060e-02,-9.357146404526713989e-05,5.551939958186089932e-08,2.221083342619668371e-11
1.667222407469156394e-03,-1.629507369843088338e-07,-2.851866120465499331e-04,8.039811297801842394e-02,-1.425933060232749666e-04,2.044050923119141645e-07,9.036858344684161945e-11
2.000666888962987326e-03,-2.765056853913909988e-07,-3.982175745567246520e-04,1.360501268146276366e-01,-1.991087872783623260e-04,5.853261160277334538e-07,2.855423467105072789e-10
2.334111370456818692e-03,-4.297865256057004822e-07,-5.225077683684623518e-04,2.108789787480750411e-01,-2.612538841842311759e-04,1.406263094413513168e-06,7.544530150711318508e-10
2.667555851950650057e-03,-6.257930522515111878e-07,-6.539263949029540737e-04,3.061753563490884900e-01,-3.269631974514770369e-04,2.964424978118456840e-06,1.742924164827202858e-09
3.001000333444481423e-03,-8.660355838162302329e-07,-7.881009632155061822e-04,4.224771382931742925e-01,-3.940504816077530911e-04,5.644252388984912104e-06,3.624968976092594983e-09
3.334444814938312789e-03,-1.150841327271522284e-06,-9.203762839379859553e-04,5.597200033276262809e-01,-4.601881419689929776e-04,9.906988436568743824e-06,6.928399598489641880e-09
3.667889296432143720e-03,-1.478983344649024470e-06,-1.046173722422360283e-03,7.170736440456657590e-01,-5.230868612111801413e-04,1.626026131296614890e-05,1.235029400094584380e-08
4.001333777925974652e-03,-1.847561432971648185e-06,-1.161097250617507907e-03,8.928886652604062224e-01,-5.805486253087539534e-04,2.521126397572752062e-05,2.075685084513641436e-08
4.334778259419806018e-03,-2.252002633524509818e-06,-1.260934310421769466e-03,1.084696891246806905e+00,-6.304671552108847329e-04,3.720632633561467506e-05,3.316309503840572890e-08
4.668222740913637384e-03,-2.686487770690280952e-06,-1.342147650207148237e-03,1.289454607751700621e+00,-6.710738251035741186e-04,5.257897516069351136e-05,5.069526414834021477e-08
