# Time_s,Displacement_m,Velocity_ms,Voltage_V,Current_A,Power_W,Energy_J
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334444814938312572e-04,-1.162083299109528490e-09,-1.045113868366848900e-05,5.807677757417041000e-04,-5.225569341834244501e-06,1.896727856352921293e-12,6.324534365965058950e-16
6.668889629876625143e-04,-9.258684466950917530e-09,-4.147409035367352750e-05,4.624997168646375126e-03,-2.073704517683676375e-05,1.202881768142318620e-10,4.074188218425634367e-14
1.000333444481493663e-03,-3.099654179252857954e-08,-9.208496326648896125e-05,1.547639024502427303e-02,-4.604248163324448063e-05,1.346912378696663526e-09,4.898623819163881481e-13
1.333777925975325029e-03,-7.266989447884736651e-08,-1.606790462500824290e-04,3.626634304742402254e-02,-8.033952312504121450e-05,7.396180997252016981e-09,2.956078119579614884e-12
1.667222407469156394e-03,-1.398932876523414478e-07,-2.450743481255770496e-04,6.978082705063984315e-02,-1.225371740627885248e-04,2.738244505549737655e-08,1.208660331314326269e-11
2.000666888962987326e-03,-2.375222991807758895e-07,-3.425663399957226424e-04,1.184213598429438297e-01,-1.712831699978613212e-04,7.886060192725866939e-08,3.838223583306945853e-11
2.334111370456818692e-03,-3.694615586902767035e-07,-4.500282470877399119e-04,1.841101194248344897e-01,-2.250141235438699559e-04,1.906142301556811643e-07,1.019414989726763810e-10
2.667555851950650057e-03,-5.384090958907212798e-07,-5.639826557413577879e-04,2.681629040595374658e-01,-2.819913278706788940e-04,4.043871998274484211e-07,2.367821791418822383e-10
3.001000333444481423e-03,-7.457755876141880150e-07,-6.807286557069223715e-04,3.712501611621841224e-01,-3.403643278534611858e-04,7.750563909410104989e-07,4.952204555476875874e-10
3.334444814938312789e-03,-9.919673566062589075e-07,-7.963283073171170765e-04,4.935383377964766560e-01,-3.981641536585585383e-04,1.369751510925820423e-06,9.519565378837398614e-10
3.667889296432143720e-03,-1.276120864305225178e-06,-9.068583549704595714e-04,6.345598804306845642e-01,-4.534291774852297857e-04,2.264358680525863793e-06,1.706994444027742213e-09
4.001333777925974652e-03,-1.595935305768669586e-06,-1.008542401822278218e-03,7.931309857841808419e-01,-5.042712009111391088e-04,3.537446123819303127e-06,2.886536332597033033e-09
4.334778259419806018e-03,-1.947672609673467490e-06,-1.097750909784712178e-03,9.673516008274425371e-01,-5.488754548923560888e-04,5.262216468012378764e-06,4.641193374281721041e-09
4.668222740913637384e-03,-2.326375302629280531e-06,-1.171304196970861678e-03,1.154717691219166786e+00,-5.856520984854308391e-04,7.498107096597031762e-06,7.141395807291734902e-09
