# Time_s,Displacement_m,Velocity_ms,Voltage_V,Current_A,Power_W,Energy_J
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334444814938312572e-04,-1.743123436877699756e-09,-1.567029420090457513e-05,8.714887674157312377e-04,-7.835147100452287563e-06,7.594926717317904745e-13,2.532486401239714847e-16
6.668889629876625143e-04,-1.387363554667548285e-08,-6.210781273908346487e-05,6.935658733847403778e-03,-3.105390636954173244e-05,4.810336207239377069e-11,1.629304926446333960e-14
1.000333444481493663e-03,-4.639273461569511223e-08,-1.376070603819901648e-04,2.319053388523795514e-02,-6.880353019099508239e-05,5.378008618823697859e-10,1.956197788017657160e-13
1.333777925975325029e-03,-1.085678799645645731e-07,-2.393871880599345448e-04,5.426566670979845325e-02,-1.196935940299672724e-04,2.944762583458928098e-09,1.177534611565662914e-12
1.667222407469156394e-03,-2.085073029008702150e-07,-3.636698825050284768e-04,1.042095361339580306e-01,-1.818349412525142384e-04,1.085962742125470493e-08,4.798617446262129691e-12
2.000666888962987326e-03,-3.530367234023934979e-07,-5.057813157546127382e-04,1.764280983249518764e-01,-2.528906578773063691e-04,3.112687387855888550e-08,1.517770176722207730e-11
2.334111370456818692e-03,-5.472292531125454272e-07,-6.603427959239156026e-04,2.734500860205493211e-01,-3.301713979619578013e-04,7.477494954464581790e-08,4.011099604686389574e-11
2.667555851950650057e-03,-7.941367417445797854e-07,-8.213818682825851968e-04,3.967928845201340038e-01,-4.106909341412925984e-04,1.574445932058083835e-07,9.261002679238186681e-11
3.001000333444481423e-03,-1.094775864561450487e-06,-9.825345192150593699e-04,5.469559549950130384e-01,-4.912672596075296850e-04,2.991608167045067189e-07,1.923635502016871991e-10
3.334444814938312789e-03,-1.448324117966212700e-06,-1.137100568482253505e-03,7.235189225053636486e-01,-5.685502842411267526e-04,5.234796312233224182e-07,3.669149444075299549e-10
3.667889296432143720e-03,-1.851636781856444435e-06,-1.278550298314015676e-03,9.249009781102234262e-01,-6.392751491570078382e-04,8.554418193092479933e-07,6.521572982952417802e-10
